Territorialidades,Taxa de Educacao 2010
São João do Soter (MA),60.29
São João dos Patos (MA),75.87
São João do Sul (SC),92.34
São João do Tigre (PB),64.22
São João do Triunfo (PR),92.16
São João Evangelista (MG),83.61
São João Nepomuceno (MG),94.66
São João (PE),67.17
São João (PR),92.34
São Joaquim da Barra (SP),95.0
São Joaquim de Bicas (MG),91.35
São Joaquim do Monte (PE),64.88
São Joaquim (SC),94.16
São Jorge D'Oeste (PR),92.72
São Jorge do Ivaí (PR),90.94
São Jorge do Patrocínio (PR),85.53
São Jorge (RS),96.18
São José da Barra (MG),93.37
São José da Bela Vista (SP),88.65
São José da Boa Vista (PR),88.56
São José da Coroa Grande (PE),76.37
São José da Lagoa Tapada (PB),57.65
São José da Laje (AL),68.87
São José da Lapa (MG),94.54
São José da Safira (MG),76.34
São José das Missões (RS),90.57
São José das Palmeiras (PR),86.16
São José da Tapera (AL),62.96
São José da Varginha (MG),92.8
São José da Vitória (BA),71.9
São José de Caiana (PB),67.81
São José de Espinharas (PB),68.0
São José de Mipibu (RN),75.48
São José de Piranhas (PB),74.97
São José de Princesa (PB),68.9
São José de Ribamar (MA),93.3
São José de Ubá (RJ),85.29
São José do Alegre (MG),90.52
São José do Barreiro (SP),89.06
São José do Belmonte (PE),71.78
São José do Bonfim (PB),73.42
São José do Brejo do Cruz (PB),72.08
São José do Calçado (ES),87.66
São José do Campestre (RN),70.87
São José do Cedro (SC),94.0
São José do Cerrito (SC),87.08
São José do Divino (MG),79.14
São José do Divino (PI),63.91
São José do Egito (PE),77.9
São José do Goiabal (MG),87.67
São José do Herval (RS),83.69
São José do Hortêncio (RS),98.63
São José do Inhacorá (RS),97.32
São José do Jacuípe (BA),71.44
São José do Jacuri (MG),79.98
São José do Mantimento (MG),83.63
São José do Norte (RS),82.63
São José do Ouro (RS),94.05
São José do Peixe (PI),69.95
São José do Piauí (PI),62.09
São José do Povo (MT),85.03
São José do Rio Claro (MT),88.09
São José do Rio Pardo (SP),95.21
São José do Rio Preto (SP),96.81
São José do Sabugi (PB),72.78
São José dos Ausentes (RS),92.93
São José dos Basílios (MA),67.53
São José dos Campos (SP),97.05
São José dos Cordeiros (PB),77.36
São José do Seridó (RN),83.77
São José dos Pinhais (PR),96.6
São José dos Quatro Marcos (MT),87.93
São José dos Ramos (PB),61.64
São José do Sul (RS),97.64
São José do Vale do Rio Preto (RJ),89.88
São José do Xingu (MT),85.24
São José (SC),97.38
São Julião (PI),61.29
São Leopoldo (RS),96.83
São Lourenço da Mata (PE),84.04
São Lourenço da Serra (SP),91.78
São Lourenço do Oeste (SC),93.3
São Lourenço do Piauí (PI),75.35
São Lourenço do Sul (RS),94.99
São Lourenço (MG),95.75
São Ludgero (SC),96.2
São Luís de Montes Belos (GO),90.29
São Luís do Curu (CE),77.63
São Luís do Paraitinga (SP),90.08
São Luis do Piauí (PI),66.54
São Luís do Quitunde (AL),66.15
São Luís Gonzaga do Maranhão (MA),64.49
São Luís (MA),95.35
São Luíz do Norte (GO),83.58
São Luiz Gonzaga (RS),93.29
São Luiz (RR),87.8
São Mamede (PB),75.25
São Manoel do Paraná (PR),86.5
São Manuel (SP),92.95
São Marcos (RS),96.11
São Martinho da Serra (RS),90.37
São Martinho (RS),93.86
São Martinho (SC),95.73
São Mateus do Maranhão (MA),68.61
São Mateus do Sul (PR),96.16
São Mateus (ES),90.24
São Miguel Arcanjo (SP),92.05
São Miguel da Baixa Grande (PI),62.32
São Miguel da Boa Vista (SC),88.92
São Miguel das Matas (BA),75.39
São Miguel das Missões (RS),90.94
São Miguel de Taipu (PB),59.08
São Miguel do Aleixo (SE),66.46
São Miguel do Anta (MG),83.07
São Miguel do Araguaia (GO),87.66
São Miguel do Fidalgo (PI),67.06
São Miguel do Gostoso (RN),70.37
São Miguel do Guamá (PA),83.01
São Miguel do Guaporé (RO),89.19
São Miguel do Iguaçu (PR),91.96
São Miguel do Oeste (SC),95.36
São Miguel do Passa Quatro (GO),87.63
São Miguel dos Campos (AL),78.72
São Miguel dos Milagres (AL),71.41
São Miguel do Tapuio (PI),63.97
São Miguel do Tocantins (TO),75.05
São Miguel (RN),69.83
São Nicolau (RS),87.13
São Patrício (GO),88.09
São Paulo das Missões (RS),93.78
São Paulo de Olivença (AM),77.09
São Paulo do Potengi (RN),74.78
São Paulo (SP),96.82
São Pedro da Água Branca (MA),71.56
São Pedro da Aldeia (RJ),93.84
São Pedro da Cipa (MT),83.57
São Pedro da Serra (RS),98.03
São Pedro das Missões (RS),85.88
São Pedro da União (MG),87.35
São Pedro de Alcântara (SC),94.21
São Pedro do Butiá (RS),97.69
São Pedro do Iguaçu (PR),88.36
São Pedro do Ivaí (PR),89.3
São Pedro do Paraná (PR),87.43
São Pedro do Piauí (PI),70.42
São Pedro dos Crentes (MA),80.9
São Pedro dos Ferros (MG),84.59
São Pedro do Suaçuí (MG),80.79
São Pedro do Sul (RS),94.15
São Pedro do Turvo (SP),91.67
São Pedro (RN),69.61
São Pedro (SP),94.76
São Rafael (RN),68.45
São Raimundo das Mangabeiras (MA),79.76
São Raimundo do Doca Bezerra (MA),61.95
São Raimundo Nonato (PI),79.84
São Roberto (MA),65.26
São Romão (MG),85.36
São Roque de Minas (MG),90.12
São Roque do Canaã (ES),90.27
São Roque (SP),95.53
São Salvador do Tocantins (TO),80.98
São Sebastião (AL),62.59
São Sebastião da Amoreira (PR),85.54
São Sebastião da Bela Vista (MG),85.58
São Sebastião da Boa Vista (PA),84.29
São Sebastião da Grama (SP),91.83
São Sebastião da Vargem Alegre (MG),87.68
São Sebastião de Lagoa de Roça (PB),73.98
São Sebastião do Alto (RJ),85.51
São Sebastião do Anta (MG),81.86
São Sebastião do Caí (RS),96.49
São Sebastião do Maranhão (MG),74.96
São Sebastião do Oeste (MG),90.29
São Sebastião do Paraíso (MG),93.67
São Sebastião do Passé (BA),86.26
São Sebastião do Rio Preto (MG),86.02
São Sebastião do Rio Verde (MG),90.04
São Sebastião do Tocantins (TO),74.25
São Sebastião do Uatumã (AM),89.84
São Sebastião do Umbuzeiro (PB),74.87
São Sebastião (SP),94.16
São Sepé (RS),92.41
São Simão (GO),88.33
São Simão (SP),95.08
São Thomé das Letras (MG),87.05
São Tiago (MG),91.84
São Tomás de Aquino (MG),88.14
São Tomé (PR),90.88
São Tomé (RN),69.09
São Valentim do Sul (RS),95.77
São Valentim (RS),90.63
São Valério do Sul (RS),86.33
São Valério (TO),79.99
São Vendelino (RS),98.83
São Vicente de Minas (MG),92.89
São Vicente do Sul (RS),92.47
São Vicente Ferrer (MA),73.72
São Vicente Ferrer (PE),69.31
São Vicente (RN),76.78
São Vicente (SP),95.78
Sapeaçu (BA),84.12
Sapé (PB),69.2
Sapezal (MT),94.34
Sapiranga (RS),96.09
Sapopema (PR),83.03
Sapucaia do Sul (RS),96.67
Sapucaia (PA),77.71
Sapucaia (RJ),89.87
Sapucaí-Mirim (MG),89.6
Saquarema (RJ),93.73
Sarandi (PR),92.91
Sarandi (RS),94.98
Sarapuí (SP),91.24
Sardoá (MG),82.14
Sarutaiá (SP),88.97
Sarzedo (MG),94.14
Sátiro Dias (BA),69.63
Satuba (AL),81.47
Satubinha (MA),69.65
Saubara (BA),85.38
Saudade do Iguaçu (PR),91.74
Saudades (SC),95.58
Saúde (BA),78.26
Schroeder (SC),97.95
Seabra (BA),83.9
Seara (SC),94.8
Sebastianópolis do Sul (SP),91.67
Sebastião Barros (PI),77.09
Sebastião Laranjeiras (BA),75.22
Sebastião Leal (PI),72.28
Seberi (RS),92.0
Sede Nova (RS),91.3
Segredo (RS),90.19
Selbach (RS),96.26
Selvíria (MS),88.32
Sem-Peixe (MG),84.4
Senador Alexandre Costa (MA),65.92
Senador Amaral (MG),87.23
Senador Canedo (GO),93.46
Senador Cortes (MG),88.07
Senador Elói de Souza (RN),68.93
Senador Firmino (MG),90.02
Senador Georgino Avelino (RN),72.55
Senador Guiomard (AC),82.31
Senador José Bento (MG),88.02
Senador José Porfírio (PA),77.29
Senador La Rocque (MA),70.42
Senador Modestino Gonçalves (MG),75.82
Senador Pompeu (CE),72.94
Senador Rui Palmeira (AL),63.35
Senador Sá (CE),66.84
Senador Salgado Filho (RS),93.94
Sena Madureira (AC),75.25
Sengés (PR),91.57
Senhora de Oliveira (MG),87.19
Senhora do Porto (MG),81.23
Senhora dos Remédios (MG),86.24
Senhor do Bonfim (BA),83.69
Sentinela do Sul (RS),92.43
Sento Sé (BA),75.46
Serafina Corrêa (RS),96.85
Sericita (MG),82.22
Seridó (PB),77.14
Seringueiras (RO),89.55
Sério (RS),88.05
Seritinga (MG),90.9
Seropédica (RJ),94.1
Serra Alta (SC),93.86
Serra Azul de Minas (MG),73.38
Serra Azul (SP),90.87
Serra Branca (PB),80.15
Serra da Raiz (PB),68.19
Serra da Saudade (MG),86.54
Serra de São Bento (RN),62.99
Serra do Mel (RN),74.85
Serra do Navio (AP),89.09
Serra do Ramalho (BA),75.23
Serra dos Aimorés (MG),80.27
Serra do Salitre (MG),90.98
Serra Dourada (BA),76.15
Serra (ES),94.45
Serra Grande (PB),69.19
Serrana (SP),93.59
Serra Negra do Norte (RN),74.84
Serra Negra (SP),93.68
Serrania (MG),86.43
Serrano do Maranhão (MA),67.44
Serranópolis de Minas (MG),76.81
Serranópolis do Iguaçu (PR),95.93
Serranópolis (GO),87.4
Serranos (MG),83.23
Serra Nova Dourada (MT),87.75
Serra Preta (BA),72.28
Serra Redonda (PB),68.1
Serraria (PB),58.8
Serra Talhada (PE),78.97
Serrinha (BA),82.99
Serrinha dos Pintos (RN),73.73
Serrinha (RN),68.38
Serrita (PE),73.75
Serrolândia (BA),77.39
Serro (MG),81.32
Sertaneja (PR),90.44
Sertânia (PE),72.82
Sertanópolis (PR),93.22
Sertão (RS),93.9
Sertão Santana (RS),92.85
Sertãozinho (PB),71.57
Sertãozinho (SP),94.63
Sete Barras (SP),89.52
Sete de Setembro (RS),95.01
Sete Lagoas (MG),96.01
Sete Quedas (MS),81.6
Setubinha (MG),67.75
Severiano de Almeida (RS),93.85
Severiano Melo (RN),71.76
Severínia (SP),89.17
Siderópolis (SC),95.66
Sidrolândia (MS),91.16
Sigefredo Pacheco (PI),66.23
Silva Jardim (RJ),86.76
Silvânia (GO),91.49
Silvanópolis (TO),82.41
Silveira Martins (RS),94.6
Silveirânia (MG),88.66
Silveiras (SP),89.11
Silves (AM),92.19
Silvianópolis (MG),88.22
Simão Dias (SE),73.22
Simão Pereira (MG),89.14
Simões Filho (BA),92.1
Simões (PI),69.75
Simolândia (GO),82.21
Simonésia (MG),83.01
Simplício Mendes (PI),76.3
Sinimbu (RS),91.99
Sinop (MT),94.93
Siqueira Campos (PR),91.2
Sirinhaém (PE),74.57
Siriri (SE),79.31
Sítio D'Abadia (GO),76.25
Sítio do Mato (BA),79.11
Sítio do Quinto (BA),62.02
Sítio Novo do Tocantins (TO),74.14
Sítio Novo (MA),79.05
Sítio Novo (RN),68.78
Sobradinho (BA),81.65
Sobradinho (RS),93.37
Sobrado (PB),66.7
Sobral (CE),83.0
Sobrália (MG),80.21
Socorro do Piauí (PI),72.7
Socorro (SP),93.16
Solânea (PB),68.79
Soledade de Minas (MG),91.08
Soledade (PB),79.92
Soledade (RS),91.1
Solidão (PE),74.04
Solonópole (CE),73.78
Sombrio (SC),94.61
Sonora (MS),87.6
Sooretama (ES),85.41
Sorocaba (SP),96.9
Sorriso (MT),95.05
Sossêgo (PB),68.66
Soure (PA),90.58
Sousa (PB),77.47
Souto Soares (BA),79.26
Sucupira do Norte (MA),74.14
Sucupira do Riachão (MA),67.01
Sucupira (TO),84.74
Sud Mennucci (SP),90.53
Sul Brasil (SC),86.51
Sulina (PR),91.59
Sumaré (SP),95.13
Sumé (PB),74.51
Sumidouro (RJ),84.0
Surubim (PE),75.13
Sussuapara (PI),69.64
Suzanápolis (SP),87.65
Suzano (SP),95.15
Tabaí (RS),91.98
Tabaporã (MT),91.91
Tabapuã (SP),92.19
Tabatinga (AM),85.62
Tabatinga (SP),90.46
Tabira (PE),76.91
Taboão da Serra (SP),96.03
Tabocas do Brejo Velho (BA),70.49
Taboleiro Grande (RN),76.77
Tabuleiro do Norte (CE),77.46
Tabuleiro (MG),87.24
Tacaimbó (PE),63.21
Tacaratu (PE),74.89
Taciba (SP),88.78
Tacima (PB),69.24
Tacuru (MS),80.55
Taguaí (SP),92.63
Taguatinga (TO),80.8
Taiaçu (SP),89.13
Tailândia (PA),86.48
Taiobeiras (MG),82.32
Taió (SC),95.53
Taipas do Tocantins (TO),73.5
Taipu (RN),65.67
Taiúva (SP),91.75
Talismã (TO),81.32
Tamandaré (PE),77.05
Tamarana (PR),84.75
Tambaú (SP),94.66
Tamboara (PR),89.06
Tamboril (CE),67.03
Tamboril do Piauí (PI),63.95
Tanabi (SP),92.98
Tangará da Serra (MT),91.88
Tangará (RN),73.23
Tangará (SC),93.42
Tanguá (RJ),91.08
Tanhaçu (BA),74.08
Tanque D'Arca (AL),61.48
Tanque do Piauí (PI),71.47
Tanque Novo (BA),72.19
Tanquinho (BA),80.42
Taparuba (MG),81.55
Tapauá (AM),69.14
Tapejara (PR),88.23
Tapejara (RS),96.31
Tapera (RS),94.82
Taperoá (BA),72.79
Taperoá (PB),71.78
Tapes (RS),93.02
Tapiraí (MG),87.17
Tapiraí (SP),89.05
Tapira (MG),93.35
Tapiramutá (BA),76.39
Tapira (PR),86.1
Tapiratiba (SP),93.72
Tapurah (MT),94.81
Taquaraçu de Minas (MG),85.78
Taquaral de Goiás (GO),88.6
Taquaral (SP),88.99
Taquarana (AL),62.05
Taquara (RS),95.66
Taquari (RS),93.55
Taquaritinga do Norte (PE),77.05
Taquaritinga (SP),92.79
Taquarituba (SP),91.53
Taquarivaí (SP),90.45
Taquaruçu do Sul (RS),91.37
Taquarussu (MS),84.03
Tarabai (SP),89.06
Tarauacá (AC),68.91
Tarrafas (CE),64.49
Tartarugalzinho (AP),83.3
Tarumã (SP),91.4
Tarumirim (MG),82.02
Tasso Fragoso (MA),82.2
Tatuí (SP),95.75
Tauá (CE),72.66
Taubaté (SP),96.96
Tavares (PB),69.05
Tavares (RS),85.62
Tefé (AM),85.79
Teixeira de Freitas (BA),85.35
Teixeira (PB),76.03
Teixeiras (MG),89.85
Teixeira Soares (PR),94.5
Teixeirópolis (RO),87.04
Tejuçuoca (CE),72.22
Tejupá (SP),84.95
Telêmaco Borba (PR),92.65
Telha (SE),72.67
Tenente Ananias (RN),73.65
Tenente Laurentino Cruz (RN),78.04
Tenente Portela (RS),91.38
Tenório (PB),70.91
Teodoro Sampaio (BA),77.05
Teodoro Sampaio (SP),90.83
Teofilândia (BA),75.06
Teófilo Otoni (MG),87.08
Teolândia (BA),69.2
Teotônio Vilela (AL),71.13
Terenos (MS),91.83
Teresina de Goiás (GO),83.84
Teresina (PI),90.9
Teresópolis (RJ),93.52
Terezinha (PE),62.85
Terezópolis de Goiás (GO),87.36
Terra Alta (PA),90.37
Terra Boa (PR),91.33
Terra de Areia (RS),92.74
Terra Nova (BA),86.92
Terra Nova do Norte (MT),89.0
Terra Nova (PE),79.06
Terra Rica (PR),89.26
Terra Roxa (PR),89.95
Terra Roxa (SP),92.72
Terra Santa (PA),91.53
Tesouro (MT),88.29
Teutônia (RS),98.0
Theobroma (RO),84.87
Tianguá (CE),75.98
Tibagi (PR),87.88
Tibau do Sul (RN),78.52
Tibau (RN),77.39
Tietê (SP),96.31
Tigrinhos (SC),89.74
Tijucas do Sul (PR),91.41
Tijucas (SC),94.15
Timbaúba dos Batistas (RN),76.77
Timbaúba (PE),78.61
Timbé do Sul (SC),91.78
Timbiras (MA),62.18
Timbó Grande (SC),90.4
Timbó (SC),98.18
Timburi (SP),89.82
Timon (MA),82.74
Timóteo (MG),95.56
Tio Hugo (RS),93.67
Tiradentes do Sul (RS),89.25
Tiradentes (MG),94.12
Tiros (MG),89.32
Tobias Barreto (SE),71.66
Tocantínia (TO),79.83
Tocantinópolis (TO),84.31
Tocantins (MG),91.28
Tocos do Moji (MG),89.83
Toledo (MG),83.55
Toledo (PR),95.4
Tomar do Geru (SE),67.92
Tomazina (PR),86.77
Tombos (MG),87.76
Tomé-Açu (PA),83.93
Tonantins (AM),80.18
Toritama (PE),79.4
Torixoréu (MT),87.28
Toropi (RS),94.11
Torre de Pedra (SP),95.13
Torres (RS),95.4
Torrinha (SP),93.62
Touros (RN),70.37
Trabiju (SP),89.57
Tracuateua (PA),78.56
Tracunhaém (PE),74.79
Traipu (AL),57.31
Trairão (PA),80.24
Trairi (CE),76.38
Trajano de Moraes (RJ),85.46
Tramandaí (RS),95.92
Travesseiro (RS),95.99
Tremedal (BA),69.39
Tremembé (SP),96.0
Três Arroios (RS),95.84
Três Barras do Paraná (PR),87.52
Três Barras (SC),93.5
Três Cachoeiras (RS),94.08
Três Corações (MG),93.03
Três Coroas (RS),96.0
Três de Maio (RS),95.57
Três Forquilhas (RS),87.41
Três Fronteiras (SP),90.68
Três Lagoas (MS),93.57
Três Marias (MG),92.8
Três Palmeiras (RS),89.0
Três Passos (RS),94.68
Três Pontas (MG),91.26
Três Ranchos (GO),93.56
Três Rios (RJ),94.53
Treviso (SC),97.73
Treze de Maio (SC),94.22
Treze Tílias (SC),95.52
Trindade do Sul (RS),88.44
Trindade (GO),92.12
Trindade (PE),74.44
Triunfo (PB),71.46
Triunfo (PE),83.05
Triunfo Potiguar (RN),70.17
Triunfo (RS),93.49
Trizidela do Vale (MA),75.19
Trombas (GO),82.17
Trombudo Central (SC),95.67
Tubarão (SC),96.67
Tucano (BA),70.61
Tucumã (PA),87.79
Tucunduva (RS),94.78
Tucuruí (PA),90.56
Tufilândia (MA),65.88
Tuiuti (SP),91.21
Tumiritinga (MG),82.55
Tunápolis (SC),96.11
Tunas do Paraná (PR),81.75
Tunas (RS),88.53
Tuneiras do Oeste (PR),90.51
Tuntum (MA),70.16
Tupaciguara (MG),90.54
Tupanatinga (PE),61.59
Tupanci do Sul (RS),89.8
Tupanciretã (RS),94.5
Tupandi (RS),98.2
Tuparendi (RS),94.84
Tuparetama (PE),78.57
Tupã (SP),93.06
Tupãssi (PR),93.18
Tupi Paulista (SP),93.18
Tupirama (TO),84.05
Tupiratins (TO),79.53
Turiaçu (MA),75.16
Turilândia (MA),69.64
Turiúba (SP),88.59
Turmalina (MG),85.21
Turmalina (SP),88.64
Turuçu (RS),93.76
Tururu (CE),72.0
Turvânia (GO),87.67
Turvelândia (GO),82.73
Turvolândia (MG),89.07
Turvo (PR),87.7
Turvo (SC),95.3
Tutóia (MA),71.06
Uarini (AM),81.19
Uauá (BA),76.49
Ubaí (MG),79.9
Ubaíra (BA),70.09
Ubaitaba (BA),78.68
Ubajara (CE),75.43
Ubá (MG),94.2
Ubaporanga (MG),85.3
Ubarana (SP),90.54
Ubatã (BA),73.23
Ubatuba (SP),94.2
Uberaba (MG),95.81
Uberlândia (MG),96.26
Ubirajara (SP),90.69
Ubiratã (PR),90.37
Ubiretama (RS),95.86
Uchoa (SP),92.7
Uibaí (BA),83.44
Uiramutã (RR),71.66
Uirapuru (GO),82.03
Uiraúna (PB),73.27
Ulianópolis (PA),85.0
Umari (CE),67.54
Umarizal (RN),74.46
Umbaúba (SE),75.27
Umburanas (BA),74.64
Umburatiba (MG),73.17
Umbuzeiro (PB),64.83
Umirim (CE),71.53
Umuarama (PR),93.85
Una (BA),74.65
Unaí (MG),91.34
União da Serra (RS),95.02
União da Vitória (PR),95.96
União de Minas (MG),85.89
União do Oeste (SC),90.19
União dos Palmares (AL),68.38
União do Sul (MT),88.24
União Paulista (SP),87.89
União (PI),71.26
Uniflor (PR),89.73
Unistalda (RS),90.58
Upanema (RN),71.31
Uraí (PR),88.93
Urandi (BA),76.76
Urânia (SP),90.94
Urbano Santos (MA),70.0
Uruaçu (GO),88.94
Uruana de Minas (MG),82.06
Uruana (GO),87.2
Uruará (PA),84.89
Urubici (SC),93.44
Uruburetama (CE),77.15
Urucânia (MG),84.93
Urucará (AM),91.96
Uruçuca (BA),78.09
Urucuia (MG),86.48
Uruçuí (PI),81.88
Urucurituba (AM),90.82
Uruguaiana (RS),95.93
Uruoca (CE),63.54
Urupá (RO),85.74
Urupema (SC),93.03
Urupês (SP),93.24
Uru (SP),92.85
Urussanga (SC),96.76
Urutaí (GO),91.45
Utinga (BA),79.03
Vacaria (RS),94.84
Vale de São Domingos (MT),86.14
Vale do Anari (RO),84.88
Vale do Paraíso (RO),87.13
Vale do Sol (RS),93.77
Valença (BA),80.8
Valença do Piauí (PI),73.92
Valença (RJ),94.0
Valente (BA),83.86
Valentim Gentil (SP),93.05
Vale Real (RS),97.01
Vale Verde (RS),89.6
Valinhos (SP),96.87
Valparaíso de Goiás (GO),96.38
Valparaíso (SP),92.7
Vanini (RS),93.59
Vargeão (SC),91.51
Vargem Alegre (MG),81.19
Vargem Alta (ES),88.7
Vargem Bonita (MG),91.95
Vargem Bonita (SC),93.07
Vargem Grande do Rio Pardo (MG),74.73
Vargem Grande do Sul (SP),94.09
Vargem Grande (MA),67.98
Vargem Grande Paulista (SP),95.89
Vargem (SC),86.14
Vargem (SP),90.22
Varginha (MG),95.35
Varjão de Minas (MG),91.04
Varjão (GO),84.6
Varjota (CE),73.33
Varre-Sai (RJ),88.4
Várzea Alegre (CE),71.44
Várzea Branca (PI),68.51
Várzea da Palma (MG),88.0
Várzea da Roça (BA),71.1
Várzea do Poço (BA),76.3
Várzea Grande (MT),94.13
Várzea Grande (PI),66.91
Várzea Nova (BA),76.43
Várzea Paulista (SP),95.0
Várzea (PB),86.7
Várzea (RN),68.76
Varzedo (BA),73.77
Varzelândia (MG),75.55
Vassouras (RJ),92.39
Vazante (MG),92.63
Venâncio Aires (RS),95.35
Venda Nova do Imigrante (ES),91.57
Venha-Ver (RN),67.58
Ventania (PR),85.12
Venturosa (PE),72.4
Vera Cruz (BA),89.24
Vera Cruz do Oeste (PR),88.89
Vera Cruz (RN),68.32
Vera Cruz (RS),95.3
Vera Cruz (SP),91.97
Vera Mendes (PI),56.31
Vera (MT),91.25
Veranópolis (RS),97.2
Verdejante (PE),73.65
Verdelândia (MG),73.15
Vereda (BA),69.3
Veredinha (MG),78.03
Verê (PR),89.21
Veríssimo (MG),87.73
Vermelho Novo (MG),86.62
Vertente do Lério (PE),66.76
Vertentes (PE),75.56
Vespasiano Correa (RS),92.76
Vespasiano (MG),94.12
Viadutos (RS),94.56
Viamão (RS),95.81
Viana (ES),92.97
Viana (MA),82.21
Vianópolis (GO),92.03
Vicência (PE),76.5
Vicente Dutra (RS),88.99
Vicentina (MS),85.38
Vicentinópolis (GO),87.32
Viçosa (AL),66.53
Viçosa do Ceará (CE),68.58
Viçosa (MG),94.39
Viçosa (RN),77.58
Victor Graeff (RS),97.46
Vidal Ramos (SC),91.52
Videira (SC),96.45
Vieiras (MG),85.39
Vieirópolis (PB),62.07
Vigia (PA),89.97
Vila Bela da Santíssima Trindade (MT),89.39
Vila Boa (GO),84.12
Vila Flores (RS),97.86
Vila Flor (RN),76.01
Vila Lângaro (RS),94.24
Vila Maria (RS),95.7
Vila Nova do Piauí (PI),69.83
Vila Nova dos Martírios (MA),71.83
Vila Nova do Sul (RS),90.88
Vila Pavão (ES),85.77
Vila Propício (GO),80.75
Vila Rica (MT),90.89
Vila Valério (ES),85.93
Vila Velha (ES),96.43
Vilhena (RO),93.92
Vinhedo (SP),96.63
Viradouro (SP),93.36
Virgem da Lapa (MG),77.82
Virgínia (MG),87.49
Virginópolis (MG),87.07
Virgolândia (MG),78.67
Virmond (PR),92.8
Visconde do Rio Branco (MG),91.26
Viseu (PA),77.8
Vista Alegre do Alto (SP),91.92
Vista Alegre do Prata (RS),97.45
Vista Alegre (RS),92.77
Vista Gaúcha (RS),93.93
Vista Serrana (PB),74.45
Vitória Brasil (SP),86.84
Vitória da Conquista (BA),86.69
Vitória das Missões (RS),88.59
Vitória de Santo Antão (PE),78.23
Vitória do Jari (AP),85.28
Vitória do Mearim (MA),74.95
Vitória do Xingu (PA),83.91
Vitória (ES),97.02
Vitorino Freire (MA),67.25
Vitorino (PR),94.3
Vitor Meireles (SC),92.09
Volta Grande (MG),87.68
Volta Redonda (RJ),96.7
Votorantim (SP),96.52
Votuporanga (SP),94.81
Wagner (BA),78.42
Wall Ferraz (PI),64.74
Wanderlândia (TO),81.08
Wanderley (BA),75.23
Wenceslau Braz (MG),94.47
Wenceslau Braz (PR),89.04
Wenceslau Guimarães (BA),69.53
Westfalia (RS),98.05
Witmarsum (SC),95.15
Xambioá (TO),82.07
Xambrê (PR),87.14
Xangri-Lá (RS),96.69
Xanxerê (SC),94.38
Xapuri (AC),77.76
Xavantina (SC),93.53
Xaxim (SC),94.3
Xexéu (PE),66.71
Xinguara (PA),87.71
Xique-Xique (BA),77.79
Zabelê (PB),77.01
Zacarias (SP),91.16
Zé Doca (MA),75.79
Zortéa (SC),92.83
